"titles","year","imdb_rating","num_votes","genre","film_rating","director","lead_actor","gross","max_theaters","opening_gross","opening_weekend_perc","opening_theaters","open_date","close_date","Race","Race_Specific"
"Beirut","2018",6.4,19399,"Biography","R","Brad Anderson","Jon Hamm",5019226,2980,1734497,"34.6",2980,"2018-11-01","2018-11-01","Not POC","White"
"Gringo","2018",6.1,27342,"Biography","R","Nash Edgerton","Joel Edgerton",4969853,1554,2722420,"54.8",1554,"2018-11-01","2018-11-01","Not POC","White"
"Samson","2018",4.4,4193,"Biography","PG-13","Bruce Macdonald","Gabriel Sabloff",4719928,4,1942569,"41.2",4,"2018-04-01","2018-04-01","Not POC","White"
"Cold War","2018",7.6,50093,"Biography","R","Pawel Pawlikowski","Joanna Kulig",4580048,2882,54353,"1.2",2882,"2018-03-01","2018-03-01","Not POC","White"
"Amazing Grace","2018",7.5,3860,"Biography","G","Alan Elliott","Sydney Pollack",4450456,2847,57353,"1.3",2847,"2018-05-01","2018-05-01","Not POC","White"
"Johnny English Strikes Again","2018",6.2,65647,"Biography","PG","David Kerr","Rowan Atkinson",4412170,3111,1638895,"37.1",3111,"2018-08-01","2018-08-01","Not POC","White"
"The Biggest Little Farm","2018",8.1,5778,"Biography","PG","John Chester","John Chester",4366949,5,110492,"2.5",5,"","","Not POC","White"
"Gotti","2018",4.8,13967,"Biography","R","Kevin Connolly","John Travolta",4343227,3111,1719902,"39.6",3111,"2018-09-01","2018-09-01","Not POC","White"
"Blindspotting","2018",7.4,27778,"Biography","R","Carlos López Estrada","Daveed Diggs",4333394,2112,338999,"7.8",2112,"2018-02-01","2018-02-01","Not POC","White"
"Brian Banks","2018",7.2,4629,"Biography","PG-13","Tom Shadyac","Aldis Hodge",4376819,1173,2156272,"49.3",1173,"2019-10-01","2019-10-01","Not POC","White"
"Uri: The Surgical Strike","2018",8.2,44100,"Biography","Not Rated","Aditya Dhar","Vicky Kaushal",4186168,2630,631146,"15.1",2630,"2019-04-01","2019-04-01","Not POC","White"
"Ya veremos","2018",5.7,611,"Biography","PG-13","Pitipol Ybarra","Mauricio Ochmann",4165949,1947,1803848,"43.3",1947,"2018-03-01","2018-03-01","Not POC","White"
"Life Itself","2018",6.9,18021,"Biography","R","Dan Fogelman","Oscar Isaac",4102648,2468,2123463,"51.8",2468,"2018-11-01","2018-11-01","POC","Hispanic"
"Replicas","2018",5.5,33212,"Biography","PG-13","Jeffrey Nachmanoff","Keanu Reeves",4046429,1721,2375325,"58.7",1721,"2019-12-01","2019-12-01","Not POC","White"
"Mr. X","2018",9,8,"Biography","25 min","Ian Cranston","Kenny Loggins",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Assassin's Code","2018",5,1020,"Biography","TV-MA","David A. Armstrong","Justin Chatwin",11218,570,11218,"100",570,"2018-04-01","2018-04-01","Not POC","White"
"Ben Is Back","2018",6.7,18983,"Biography","R","Peter Hedges","Julia Roberts",3703184,3015,80734,"2.2",3015,"2018-06-01","2018-06-01","Not POC","White"
"Gosnell: The Trial of America's Biggest Serial Killer","2018",6.7,4293,"Biography","PG-13","Nick Searcy","Janine Turner",3679893,3015,1162988,"31.6",3015,"2018-08-01","2018-08-01","Not POC","White"
"Burn the Stage: The Movie","2018",8.8,2592,"Biography","84 min","Jun-Soo Park","RM",4201819,2012,2420197,"57.6",2012,"2018-04-01","2018-04-01","Not POC","White"
"Bharath Ane Nenu","2018",7.7,15610,"Biography","Not Rated","Koratala Siva","Mahesh Babu",2663090,1957,2663090,"100",1957,"2018-12-01","2018-12-01","Not POC","White"
"Indivisible","2018",5.8,1078,"Biography","PG-13","David G. Evans","Sarah Drew",3511417,2827,1503101,"42.8",2827,"2018-11-01","2018-11-01","Not POC","White"
"Rangasthalam 1985","2018",8.4,19257,"Biography","Not Rated","Sukumar","Ram Charan",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"BTS World Tour: Love Yourself in Seoul","2018",8.9,856,"Biography","112 min","BTS","J-Hope",3509917,3230,2860016,"81.5",3230,"2019-05-01","2019-05-01","Not POC","White"
"The Oscar Nominated Short Films 2018: Live Action","2018",7.8,195,"Biography","R","Max Porter","Kobe Bryant",3508777,2827,695044,"19.8",2827,"2018-01-01","2018-01-01","POC","Black"
"Juliet, Naked","2018",6.6,20118,"Biography","R","Jesse Peretz","Chris O'Dowd",3444895,2780,60886,"1.8",2780,"2018-12-01","2018-12-01","Not POC","White"
"Bad Samaritan","2018",6.5,19903,"Biography","R","Dean Devlin","David Tennant",3435047,2776,1726868,"50.3",2776,"2018-02-01","2018-02-01","Not POC","White"
"Echo in the Canyon","2018",6.9,2558,"Biography","PG-13","Andrew Slater","Lou Adler",3355324,3007,117651,"3.5",3007,"2019-06-01","2019-06-01","Not POC","White"
"Shoplifters","2018",7.9,64825,"Biography","R","Hirokazu Koreeda","Lily Franky",3313513,2358,89264,"2.7",2358,"2018-11-01","2018-11-01","Not POC","White"
"7 Days in Entebbe","2018",5.8,14177,"Biography","PG-13","José Padilha","Batsheva Dance Company",3326885,2358,1592645,"47.9",2358,"2018-08-01","2018-08-01","Not POC","White"
"The Sisters Brothers","2018",7,56110,"Biography","R","Jacques Audiard","John C. Reilly",3143056,3188,115575,"3.7",3188,"2018-10-01","2018-10-01","Not POC","White"
"Sgt. Stubby: An American Hero","2018",6.9,1955,"Biography","PG","Richard Lanni","Logan Lerman",4015935,2468,1164403,"29",2468,"2018-12-01","2018-12-01","Not POC","White"
"Whitney","2018",7.3,6791,"Biography","R","Kevin Macdonald","Whitney Houston",3026351,36,1265572,"41.8",36,"2018-01-01","2018-01-01","POC","Black"
"Maiden","2018",7.7,1868,"Biography","PG","Alex Holmes","Frank Bough",3168978,3007,46931,"1.5",3007,"2019-08-01","2019-08-01","Not POC","White"
"Pandas","2018",7.4,571,"Biography","G","David Douglas","Drew Fellman",7574012,2742,158915,"2.1",2742,"2018-09-01","2018-09-01","Not POC","White"
"American Animals","2018",7,39593,"Biography","R","Bart Layton","Spencer Reinhard",2856954,9,134793,"4.7",9,"2018-11-01","2018-11-01","Not POC","White"
"God Bless the Broken Road","2018",5.6,912,"Drama","PG","Harold Cronk","Matthew Derek Davis",2846257,2480,1386254,"48.7",2480,"2018-02-01","2018-02-01","Not POC","White"
"La boda de Valentina","2018",4.8,594,"Drama","R","Marco Polo Constandse","Kate Vernon",2783739,2480,1147073,"41.2",2480,"2018-03-01","2018-03-01","Not POC","White"
"Everybody Knows","2018",6.9,30008,"Drama","R","Asghar Farhadi","Penélope Cruz",2660165,2707,71207,"2.7",2707,"2019-07-01","2019-07-01","Not POC","White"
"Qué León","2018",6.2,314,"Drama","PG-13","Frank Perozo","Christine Marzano",2607916,33,291936,"11.2",33,"2018-03-01","2018-03-01","Not POC","White"
"Suspiria","2018",6.8,63607,"Drama","R","Luca Guadagnino","Chloë Grace Moretz",2483472,2464,184037,"7.4",2464,"2018-05-01","2018-05-01","Not POC","White"
"Arctic","2018",6.8,44449,"Drama","PG-13","Joe Penna","Mads Mikkelsen",2410795,3380,50878,"2.1",3380,"2019-12-01","2019-12-01","Not POC","White"
"Hearts Beat Loud","2018",6.9,10059,"Drama","PG-13","Brett Haley","Nick Offerman",2386251,893,74524,"3.1",893,"2018-06-01","2018-06-01","Not POC","White"
"1991","2018",7.1,828,"Drama","141 min","Ricardo Trogi","Jean-Carl Boucher",2342264,29,328828,"14",29,"2018-09-01","2018-09-01","Not POC","White"
"At Eternity's Gate","2018",6.9,29250,"Drama","PG-13","Julian Schnabel","Willem Dafoe",2294915,2859,92856,"4",2859,"2018-12-01","2018-12-01","Not POC","White"
"The Fall of the American Empire","2018",6.8,2766,"Drama","R","Denys Arcand","Maxim Roy",2178460,2125,338216,"15.5",2125,"2018-01-01","2018-01-01","Not POC","White"
"Puzzle","2018",6.7,7089,"Drama","R","Marc Turtletaub","Kelly Macdonald",2032018,3256,61214,"3",3256,"2018-08-01","2018-08-01","Not POC","White"
"The Front Runner","2018",6.1,11761,"Drama","R","Jason Reitman","Hugh Jackman",2000105,0,51543,"2.6",0,"2018-05-01","2018-05-01","Not POC","White"
"Detective Chinatown 2","2018",6.1,1936,"Drama","R","Sicheng Chen","Haoran Liu",1983984,3212,704047,"35.5",3212,"2018-05-01","2018-05-01","Not POC","White"
"Assassination Nation","2018",6,16136,"Drama","R","Sam Levinson","Odessa Young",2005142,1335,1050021,"52.4",1335,"2018-12-01","2018-12-01","Not POC","White"
"Racetime","2018",5.6,390,"Drama","PG","Benoît Godbout","Jean-François Pouliot",1875283,2808,271061,"14.5",2808,"2018-10-01","2018-10-01","Not POC","White"
"The White Crow","2018",6.6,5388,"Drama","R","Ralph Fiennes","Oleg Ivenko",1828784,3050,78782,"4.3",3050,"2019-08-01","2019-08-01","Not POC","White"
"Pope Francis: A Man of His Word","2018",6.3,2066,"Drama","PG","Wim Wenders","Pope Francis",2008385,2220,507870,"25.3",2220,"2018-08-01","2018-08-01","Not POC","White"
"Race 3","2018",1.9,34572,"Drama","Not Rated","Remo D'Souza","Anil Kapoor",1690861,1818,1690861,"100",1818,"2018-11-01","2018-11-01","Not POC","White"
"Pad Man","2018",7.9,21731,"Drama","PG-13","R. Balki","Akshay Kumar",1670192,1473,740313,"44.3",1473,"2018-03-01","2018-03-01","Not POC","White"
"Capharnaüm","2018",8.4,66286,"Drama","R","Nadine Labaki","Zain Al Rafeea",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Wild Rose","2018",7.2,11272,"Drama","R","Tom Harper","Jessie Buckley",1635117,2062,52938,"3.2",2062,"2019-10-01","2019-10-01","Not POC","White"
"A Private War","2018",6.7,17043,"Drama","R","Matthew Heineman","Rosamund Pike",1633208,483,60491,"3.7",483,"2018-09-01","2018-09-01","Not POC","White"
"Red Joan","2018",6.4,9878,"Drama","R","Trevor Nunn","Judi Dench",1579730,3303,38949,"2.5",3303,"2019-05-01","2019-05-01","Not POC","White"
"Operation Red Sea","2018",6.7,6242,"Drama","TV-MA","Dante Lam","Yi Zhang",1543547,16,436059,"28.3",16,"2018-11-01","2018-11-01","Not POC","White"
"Destroyer","2018",6.2,25757,"Drama","R","Karyn Kusama","Nicole Kidman",1533324,1645,55347,"3.6",1645,"2018-04-01","2018-04-01","Not POC","White"
"Thugs of Hindostan","2018",4.1,17862,"Drama","Not Rated","Vijay Krishna Acharya","Aamir Khan",1449848,1560,1185386,"81.8",1560,"2018-08-01","2018-08-01","Not POC","White"
"Don't Worry, He Won't Get Far on Foot","2018",6.9,22757,"Drama","R","Gus Van Sant","Joaquin Phoenix",1441705,1052,83339,"5.8",1052,"2018-12-01","2018-12-01","POC","Hispanic"
"El Chicano","2018",5.4,1142,"Drama","R","Ben Hernandez Bray","Logan Arevalo",1400603,17,700261,"50",17,"2019-12-01","2019-12-01","Not POC","White"
"Little Women","2018",5.2,1115,"Drama","PG-13","Clare Niederpruem","Sarah Davenport",1379497,1114,705063,"51.1",1114,"2018-05-01","2018-05-01","Not POC","White"
"Little Women","2018",5.2,1115,"Drama","PG-13","Clare Niederpruem","Sarah Davenport",108101214,3850,16755310,"15.5",3850,"2019-09-01","2019-09-01","Not POC","White"
"Andhadhun","2018",8.3,74144,"Drama","Not Rated","Sriram Raghavan","Ayushmann Khurrana",1193046,3127,278677,"23.4",3127,"2018-08-01","2018-08-01","Not POC","White"
"102 Not Out","2018",7.5,6506,"Drama","PG","Umesh Shukla","Amitabh Bachchan",1343797,3103,483681,"36",3103,"2018-12-01","2018-12-01","Not POC","White"
"First Lady","2018",4.7,177,"Drama","96 min","Dennis L. Reed II","Nicole Alexander",93298,102,56747,"60.8",102,"2020-02-01","2020-02-01","Not POC","White"
"Baaghi 2","2018",4.8,9296,"Drama","Not Rated","Ahmed Khan","Tiger Shroff",1319579,3103,650722,"49.3",3103,"2018-01-01","2018-01-01","Not POC","White"
"Never Look Away","2018",7.7,17126,"Drama","R","Florian Henckel von Donnersmarck","Tom Schilling",1304042,2728,0,"0",2728,"2018-10-01","2018-10-01","Not POC","White"
"Astérix: Le secret de la potion magique","2018",6.7,8387,"Drama","87 min","Alexandre Astier","Louis Clichy",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"McQueen","2018",7.8,6467,"Drama","R","Ian Bonhôte","Peter Ettedgui",1257275,4,98873,"7.9",4,"2018-04-01","2018-04-01","Not POC","White"
"The Seagull","2018",5.7,3161,"Drama","PG-13","Michael Mayer","Annette Bening",1252960,2929,79016,"6.3",2929,"2018-11-01","2018-11-01","Not POC","White"
"An Interview with God","2018",5.8,3235,"Drama","Unrated","Perry Lang","David Strathairn",1201434,34,0,"0",34,"2018-10-01","2018-10-01","Not POC","White"
"High Life","2018",5.8,29830,"Drama","R","Claire Denis","Robert Pattinson",1225852,2607,99341,"8.1",2607,"2019-06-01","2019-06-01","Not POC","White"
"Mandy","2018",6.5,65737,"Drama","Not Rated","Panos Cosmatos","Nicolas Cage",1214525,2298,225723,"18.6",2298,"2018-11-01","2018-11-01","Not POC","White"
"Mandy","2018",6.5,65737,"Drama","Not Rated","Panos Cosmatos","Nicolas Cage",19169,4,19169,"0",4,"","","Not POC","White"
"Beautifully Broken","2018",5.7,361,"Drama","PG-13","Eric Welch","Benjamin A. Onyango",1209645,432,589155,"48.7",432,"2018-05-01","2018-05-01","Not POC","White"
"All Is True","2018",6.2,3608,"Drama","PG-13","Kenneth Branagh","Kenneth Branagh",1200481,2454,44211,"3.7",2454,"2019-11-01","2019-11-01","Not POC","White"
"Along With the Gods: The Last 49 Days","2018",7.1,5697,"Drama","Not Rated","Yong-hwa Kim","Jung-woo Ha",1200246,1084,311743,"26",1084,"2018-07-01","2018-07-01","Not POC","White"
"The Hows of Us","2018",7.3,2525,"Drama","117 min","Cathy Garcia-Molina","Kathryn Bernardo",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Wildlife","2018",6.8,24940,"Drama","PG-13","Paul Dano","Ed Oxenbould",1050616,354,104589,"10",354,"2018-01-01","2018-01-01","Not POC","White"
"Raid","2018",7.4,15482,"Drama","Not Rated","Raj Kumar Gupta","Ajay Devgn",1010385,1911,423817,"41.9",1911,"2018-01-01","2018-01-01","Not POC","White"
"Nothing to Lose","2018",5.4,22893,"Drama","PG","Alexandre Avancini","Petrônio Gontijo",1016188,2297,679531,"66.9",2297,"2018-11-01","2018-11-01","Not POC","White"
"Little Italy","2018",5.7,12046,"Drama","R","Donald Petrie","Emma Roberts",990230,4,283399,"28.6",4,"2018-04-01","2018-04-01","Not POC","White"
"The Miseducation of Cameron Post","2018",6.6,19036,"Drama","Not Rated","Desiree Akhavan","Chloë Grace Moretz",904703,1353,48638,"5.4",1353,"2018-07-01","2018-07-01","Not POC","White"
"Kedarnath","2018",6.6,10511,"Drama","Not Rated","Abhishek Kapoor","Sushant Singh Rajput",901131,1046,407118,"45.2",1046,"2018-04-01","2018-04-01","Not POC","White"
"Tea With the Dames","2018",7.3,1993,"Drama","Unrated","Roger Michell","Maggie Smith",889343,1547,14777,"1.7",1547,"2018-07-01","2018-07-01","Not POC","White"
"BANDSTAND: The Broadway Musical on Screen","2018",9.2,92,"Drama","130 min","Lorenzo Thione","Matt Hoffman",839554,5,0,"0",5,"2018-03-01","2018-03-01","Not POC","White"
"BANDSTAND: The Broadway Musical on Screen","2018",9.2,92,"Drama","130 min","Lorenzo Thione","Matt Hoffman",91000,669,0,"0",669,"2018-11-01","2018-11-01","Not POC","White"
"Kona fer í stríð","2018",7.4,8364,"Drama","Not Rated","Benedikt Erlingsson","Halldóra Geirharðsdóttir",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Like Arrows","2018",6.5,416,"Drama","Not Rated","Kevin Peeples","Micah Lynn Hanson",817990,2494,0,"0",2494,"2018-03-01","2018-03-01","Not POC","White"
"Transit","2018",6.9,8672,"Drama","Not Rated","Christian Petzold","Franz Rogowski",815290,1342,31931,"3.9",1342,"2019-12-01","2019-12-01","Not POC","White"
"Mirai","2018",7,12883,"Drama","PG","Mamoru Hosoda","Rebecca Hall",812794,548,63325,"7.8",548,"2018-03-01","2018-03-01","Not POC","White"
"Climax","2018",7,54689,"Drama","R","Gaspar Noé","Sofia Boutella",817339,1342,119423,"14.6",1342,"2019-11-01","2019-11-01","Not POC","White"
"Sui Dhaaga: Made in India","2018",6.8,7246,"Drama","Not Rated","Sharat Katariya","Anushka Sharma",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Pokémon the Movie: The Power of Us","2018",6.3,2113,"Drama","Not Rated","Tetsuo Yajima","Sarah Natochenny",789170,356,255299,"32.4",356,"2018-08-01","2018-08-01","Not POC","White"
"Border","2018",7,25366,"Drama","R","Ali Abbasi","Eva Melander",771930,2023,73700,"9.5",2023,"2018-03-01","2018-03-01","Not POC","White"
"The Church","2018",2.8,136,"Drama","PG-13","Dom Frank","Clint Howard",772000,588,272412,"35.3",588,"2019-03-01","2019-03-01","Not POC","White"
"Kasal","2018",7.7,76,"Drama","TV-PG","Ruel S. Bayani","Bea Alonzo",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"How Long Will I Love U","2018",6.4,879,"Drama","101 min","Lun Su","Jiayin Lei",746933,776,204733,"27.4",776,"2018-10-01","2018-10-01","Not POC","White"
"The Game Changers","2018",7.9,16693,"Drama","86 min","Louie Psihoyos","James Wilks",739711,2114,0,"0",2114,"2019-06-01","2019-06-01","Not POC","White"
"Vox Lux","2018",5.9,16545,"Drama","R","Brady Corbet","Natalie Portman",727119,33,155714,"21.4",33,"2018-07-01","2018-07-01","Not POC","White"
"More Than Blue","2018",6.1,893,"Drama","105 min","Gavin Lin","Ivy Yi-Han Chen",722669,1815,185928,"25.7",1815,"2019-04-01","2019-04-01","Not POC","White"
"Burning","2018",7.5,51449,"Drama","Not Rated","Chang-dong Lee","Ah-in Yoo",718991,4,26130,"3.6",4,"2018-12-01","2018-12-01","Not POC","White"
"The Little Stranger","2018",5.5,9005,"Drama","R","Lenny Abrahamson","Domhnall Gleeson",713143,2442,401563,"56.3",2442,"2018-08-01","2018-08-01","Not POC","White"
"The Catcher Was a Spy","2018",6.2,7950,"Drama","R","Ben Lewin","Paul Rudd",725223,1206,114771,"15.8",1206,"2018-10-01","2018-10-01","Not POC","White"
"Monster Hunt 2","2018",5.4,1425,"Drama","Not Rated","Raman Hui","Tony Chiu-Wai Leung",706153,672,341834,"48.4",672,"2018-11-01","2018-11-01","Not POC","White"
"Double Lives","2018",6.5,4404,"Drama","R","Olivier Assayas","Guillaume Canet",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Boundaries","2018",5.2,2130,"Drama","R","Shana Feste","Vera Farmiga",703438,2407,29552,"4.2",2407,"2018-06-01","2018-06-01","Not POC","White"
"The Island","2018",6.3,1404,"Drama","134 min","Bo Huang","Bo Huang",670883,1710,263412,"39.3",1710,"2018-10-01","2018-10-01","Not POC","White"
"First Love","2018",5.8,128,"Drama","122 min","Paul Soriano","Aga Muhlach",218329,26,21151,"9.7",26,"2019-01-01","2019-01-01","Not POC","White"
"Lizzie","2018",5.8,6481,"Drama","R","Craig William Macneill","Chloë Sevigny",642157,1620,47580,"7.4",1620,"2018-09-01","2018-09-01","Not POC","White"
"You Are Here: A Come From Away Story","2018",8.8,197,"Drama","84 min","Moze Mossanen","Beverley Bass",318885,4,0,"0",4,"2019-04-01","2019-04-01","Not POC","White"
"Love, Gilda","2018",7.4,1385,"Drama","Not Rated","Lisa D'Apolito","Andrew Alexander",626318,1620,189639,"30.3",1620,"2018-11-01","2018-11-01","Not POC","White"
"The Chaperone","2018",6.5,1253,"Drama","Not Rated","Michael Engler","Elizabeth McGovern",600654,2549,12150,"0",2549,"2019-03-01","2019-03-01","Not POC","White"
"Bethany Hamilton: Unstoppable","2018",7.4,578,"Drama","PG","Aaron Lieber","Alana Blanchard",590671,2844,241740,"40.9",2844,"","","Not POC","White"
"Exes Baggage","2018",6.7,232,"Drama","104 min","Dan Villegas","Angelica Panganiban",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Public","2018",6.6,3455,"Drama","PG-13","Emilio Estevez","Alec Baldwin",573503,1127,259455,"45.2",1127,"2019-03-01","2019-03-01","Not POC","White"
"Husband Material","2018",6.9,7251,"Drama","Not Rated","Anurag Kashyap","Taapsee Pannu",567417,1005,292439,"51.5",1005,"2018-10-01","2018-10-01","Not POC","White"
"A Cool Fish","2018",7,1405,"Drama","Not Rated","Xiaozhi Rao","Jianbin Chen",551876,1693,71187,"12.9",1693,"2018-03-01","2018-03-01","Not POC","White"
"Pick of the Litter","2018",7.6,1319,"Drama","TV-PG","Don Hardy","Dana Nachman",578717,1005,16519,"2.9",1005,"2018-08-01","2018-08-01","Not POC","White"
"Shadow","2018",7,13178,"Drama","Not Rated","Yimou Zhang","Chao Deng",521396,4,27474,"5.3",4,"2019-05-01","2019-05-01","Not POC","White"
"Wild Nights with Emily","2018",6.2,943,"Drama","PG-13","Madeleine Olnek","Molly Shannon",519487,873,30209,"5.8",873,"2019-08-01","2019-08-01","Not POC","White"
"Birds of Passage","2018",7.5,10570,"Drama","Not Rated","Cristina Gallego","Ciro Guerra",507259,89,23082,"4.6",89,"2019-07-01","2019-07-01","POC","Hispanic"
"Monsters and Men","2018",5.9,2003,"Drama","R","Reinaldo Marcus Green","John David Washington",500101,755,118697,"23.7",755,"2018-06-01","2018-06-01","Not POC","White"
"Long Day's Journey Into Night","2018",7.2,6695,"Drama","Not Rated","Bi Gan","Tang Wei",521365,2073,26746,"5.1",2073,"2019-05-01","2019-05-01","Not POC","White"
"The Spy Gone North","2018",7.3,3787,"Drama","Not Rated","Jong-bin Yoon","Jung-min Hwang",500803,755,43348,"8.7",755,"2018-04-01","2018-04-01","Not POC","White"
"The Russian Five","2018",8.2,1073,"Drama","Not Rated","Joshua Riehl","Jeff Daniels",485049,1,156732,"32.3",1,"","","Not POC","White"
"The 16th Episode","2018",4.9,1947,"Drama","93 min","Jérôme Cohen-Olivar","Aouatefe Lahmani",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Great Battle","2018",7,4085,"Drama","Not Rated","Kwang-shik Kim","Nam Joo-Hyuk",472166,2404,123983,"26.3",2404,"2018-04-01","2018-04-01","Not POC","White"
"The Happy Prince","2018",6.2,4694,"Drama","R","Rupert Everett","Colin Firth",466440,1249,38886,"8.3",1249,"2018-02-01","2018-02-01","Not POC","White"
"Tel Aviv on Fire","2018",6.7,1814,"Drama","100 min","Sameh Zoabi","Kais Nashif",506145,89,47545,"9.4",89,"","","Not POC","White"
"Teen Spirit","2018",6.1,7763,"Drama","PG-13","Max Minghella","Elle Fanning",441366,5,43620,"9.9",5,"","","Not POC","White"
"Jack Em Popoy: The Puliscredibles","2018",6.1,63,"Drama","115 min","Michael Tuviera","Vic Sotto",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"The Cold Blue","2018",7.5,705,"Drama","TV-PG","Erik Nelson","V.G. Alexander",420177,70,0,"0",70,"","","Not POC","White"
"Jiang hu er nü","2018",7,7974,"Drama","Not Rated","Zhangke Jia","Tao Zhao",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Avengers: Endgame","2019",8.4,848283,"Action","PG-13","Anthony Russo","Joe Russo",858373000,4662,357115007,"41.6",4662,"2019-04-01","2019-04-01","Not POC","White"
"The Lion King","2019",6.9,216090,"Action","PG","Jon Favreau","Donald Glover",543638043,4662,191770759,"35.3",4662,"2019-09-01","2019-09-01","Not POC","White"
"Star Wars: The Rise Of Skywalker","2019",6.6,382920,"Action","PG-13","J.J. Abrams","Daisy Ridley",NA,NA,NA,NA,NA,NA,NA,"Not POC","White"
"Frozen II","2019",6.9,141197,"Action","PG","Chris Buck","Jennifer Lee",477373578,4725,130263358,"27.3",4725,"2019-12-01","2019-12-01","Not POC","White"
"Toy Story 4","2019",7.8,208615,"Action","G","Josh Cooley","Tom Hanks",434038008,4406,120908065,"27.9",4406,"2019-12-01","2019-12-01","Not POC","White"
"Captain Marvel","2019",6.9,460148,"Action","PG-13","Anna Boden","Ryan Fleck",426829839,4406,153433423,"35.9",4406,"","","Not POC","White"
"Spider-Man: Far from Home","2019",7.5,335793,"Action","PG-13","Jon Watts","Tom Holland",390532085,4440,92579212,"23.7",4440,"2019-11-01","2019-11-01","Not POC","White"
"Aladdin","2019",6.9,232121,"Action","PG","Guy Ritchie","Will Smith",355559216,4440,91500929,"25.7",4440,"","","POC","Black"
"Joker","2019",8.4,973854,"Action","R","Todd Phillips","Joaquin Phoenix",335451311,4575,96202337,"28.7",4575,"2019-06-01","2019-06-01","POC","Hispanic"
"Jumanji: The Next Level","2019",6.6,194259,"Action","PG-13","Jake Kasdan","Dwayne Johnson",320314960,4575,59251543,"18.5",4575,"2019-12-01","2019-12-01","POC","Black"
"It Chapter Two","2019",6.5,211993,"Action","R","Andy Muschietti","Jessica Chastain",211593228,4310,91062152,"43",4310,"2019-03-01","2019-03-01","Not POC","White"
"Us","2019",6.8,235094,"Action","R","Jordan Peele","Lupita Nyong'o",175084580,4310,71117625,"40.6",4310,"2019-07-01","2019-07-01","POC","Black"
"Fast & Furious Presents: Hobbs & Shaw","2019",6.4,171589,"Action","PG-13","David Leitch","Dwayne Johnson",173956935,4634,60038950,"34.5",4634,"2019-07-01","2019-07-01","POC","Black"
"John Wick: Chapter 3 - Parabellum","2019",7.4,282861,"Action","R","Chad Stahelski","Keanu Reeves",171015687,4634,56818067,"33.2",4634,"2019-10-01","2019-10-01","Not POC","White"
"Knives Out","2019",7.9,476136,"Action","PG-13","Rian Johnson","Daniel Craig",165363234,4476,26769548,"16.2",4476,"2019-05-01","2019-05-01","Not POC","White"
"How to Train Your Dragon: The Hidden World","2019",7.5,107262,"Action","PG","Dean DeBlois","Jay Baruchel",160799505,4476,55022245,"34.2",4476,"2019-10-01","2019-10-01","Not POC","White"
"1917","2019",8.3,447503,"Action","R","Sam Mendes","Dean-Charles Chapman",159227644,4374,576216,"0.4",4374,"2019-10-01","2019-10-01","Not POC","White"
"The Secret Life of Pets 2","2019",6.5,51429,"Action","PG","Chris Renaud","Jonathan del Val",158874395,4374,46652680,"29.4",4374,"","","Not POC","White"
"Pokémon Detective Pikachu","2019",6.6,141018,"Action","PG","Rob Letterman","Ryan Reynolds",144105346,4227,54365242,"37.7",4227,"2019-12-01","2019-12-01","Not POC","White"
"Once Upon a Time... In Hollywood","2019",7.6,569073,"Action","R","Quentin Tarantino","Leonardo DiCaprio",142502728,4227,41082018,"28.8",4227,"","","Not POC","White"
"Shazam!","2019",7,266933,"Action","PG-13","David F. Sandberg","Zachary Levi",140371656,4570,53505326,"38.1",4570,"2019-09-01","2019-09-01","Not POC","White"
"Ford v Ferrari","2019",8.1,304258,"Action","PG-13","James Mangold","Matt Damon",117624357,4570,31474958,"26.8",4570,"2019-12-01","2019-12-01","Not POC","White"
"Dumbo","2019",6.3,67352,"Action","PG","Tim Burton","Colin Farrell",114766307,3743,45990748,"40.1",3743,"2019-03-01","2019-03-01","Not POC","White"
"Maleficent: Mistress of Evil","2019",6.6,87538,"Action","PG","Joachim Rønning","Angelina Jolie",113929605,3741,36948713,"32.4",3741,"2019-06-01","2019-06-01","Not POC","White"
"Glass","2019",6.7,211879,"Action","PG-13","M. Night Shyamalan","James McAvoy",111048468,4344,40328920,"36.3",4344,"2019-08-01","2019-08-01","Not POC","White"
"Godzilla: King of the Monsters","2019",6,146119,"Action","PG-13","Michael Dougherty","Kyle Chandler",110500138,4253,47776293,"43.2",4253,"2019-11-01","2019-11-01","Not POC","White"
"Little Women","2019",7.8,149947,"Action","PG","Greta Gerwig","Saoirse Ronan",1379497,1114,705063,"51.1",1114,"2018-05-01","2018-05-01","Not POC","White"
